subid,trial_type,trial,total_fixation,order,trial_num,lab,stimulus,looking_time,MovieStart,MovieEnd,TrialTime,total_trial_time,trial_error,trial_error_type,notes
MB12_S35,ADS,ADS7,NA,NA,NA,NA,NA,NA,04:10.910,04:16.244,00:05.334,5.334,,,
MB12_S35,ADS,ADS8,NA,NA,NA,NA,NA,NA,04:18.327,04:30.604,00:12.277,12.277,,,
MB12_S35,IDS,IDS1,NA,NA,NA,NA,NA,NA,00:56.128,01:14.167,00:18.039,18.039,,,
MB12_S35,IDS,IDS2,NA,NA,NA,NA,NA,NA,01:24.693,01:29.440,00:04.747,4.747,,,
MB12_S35,IDS,IDS3,NA,NA,NA,NA,NA,NA,02:15.100,02:25.087,00:09.987,9.987,,,
MB12_S35,IDS,IDS4,NA,NA,NA,NA,NA,NA,02:28.046,02:30.807,00:02.761,2.761,,,
MB12_S35,IDS,IDS5,NA,NA,NA,NA,NA,NA,03:11.148,03:25.206,00:14.058,14.058,,,
MB12_S35,IDS,IDS6,NA,NA,NA,NA,NA,NA,03:41.577,03:59.622,00:18.045,18.045,,,
MB12_S35,IDS,IDS7,NA,NA,NA,NA,NA,NA,04:01.834,04:06.813,00:04.979,4.979,,,
MB12_S35,IDS,IDS8,NA,NA,NA,NA,NA,NA,04:33.361,04:51.399,00:18.038,18.038,,,
MB12_S35,training,train1,NA,NA,NA,NA,NA,NA,00:14.493,00:32.538,00:18.045,18.045,,,
MB12_S35,training,train2,NA,NA,NA,NA,NA,NA,00:35.364,00:53.396,00:18.032,18.032,,,
MB6_S01,ADS,ADS1,14.91,1,4,irl-concordia,NA,NA,01:18.190,01:36.249,00:18.059,18.059,noerror,NA,
MB6_S01,ADS,ADS2,6.23,1,6,irl-concordia,NA,NA,02:04.393,02:15.308,00:10.915,10.915,noerror,NA,
MB6_S01,ADS,ADS3,5.01,1,7,irl-concordia,NA,NA,02:19.374,02:37.428,00:18.054,18.054,error,trial should have ended earlier,
MB6_S01,ADS,ADS4,4.21,1,10,irl-concordia,NA,NA,03:08.812,03:16.604,00:07.792,7.792,noerror,NA,
MB6_S01,ADS,ADS5,5.61,1,11,irl-concordia,NA,NA,03:20.601,03:31.484,00:10.883,10.883,noerror,NA,
MB6_S01,ADS,ADS6,2.83,1,13,irl-concordia,NA,NA,04:00.584,04:07.915,00:07.331,7.331,noerror,NA,
MB6_S01,ADS,ADS7,3.01,1,16,irl-concordia,NA,NA,05:00.277,05:09.554,00:09.277,9.277,error,experimenter ended trial too early,
MB6_S01,ADS,ADS8,6.97,1,17,irl-concordia,NA,NA,05:13.670,05:26.363,00:12.693,12.693,noerror,NA,
MB6_S01,IDS,IDS1,13.84,1,3,irl-concordia,NA,NA,00:58.783,01:16.836,00:18.053,18.053,noerror,NA,
MB6_S01,IDS,IDS2,8.03,1,5,irl-concordia,NA,NA,01:45.092,01:59.509,00:14.417,14.417,noerror,NA,
MB6_S01,IDS,IDS3,6.05,1,8,irl-concordia,NA,NA,02:42.519,02:53.052,00:10.533,10.533,noerror,NA,
MB6_S01,IDS,IDS4,3.38,1,9,irl-concordia,NA,NA,02:56.671,03:04.340,00:07.669,7.669,noerror,NA,
MB6_S01,IDS,IDS5,13.92,1,12,irl-concordia,NA,NA,03:35.276,03:53.337,00:18.061,18.061,noerror,NA,
MB6_S01,IDS,IDS6,8.39,1,14,irl-concordia,NA,NA,04:11.788,04:29.840,00:18.052,18.052,error,trial should have ended earlier,
MB6_S01,IDS,IDS7,10.68,1,15,irl-concordia,NA,NA,04:34.857,04:52.915,00:18.058,18.058,noerror,NA,
MB6_S01,IDS,IDS8,6.69,1,18,irl-concordia,NA,NA,05:30.532,05:40.450,00:09.918,9.918,noerror,NA,
MB6_S01,training,train1,16.66,1,1,irl-concordia,NA,NA,00:05.793,00:23.843,00:18.050,18.050,noerror,NA,
MB6_S01,training,train2,9.01,1,2,irl-concordia,NA,NA,00:25.186,00:43.198,00:18.012,18.012,error,trial should have ended earlier,
MB6_S02,ADS,ADS1,0,4,8,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,ADS,ADS2,0,4,12,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,ADS,ADS3,0,4,10,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,ADS,ADS4,0,4,13,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,ADS,ADS5,0,4,3,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,ADS,ADS6,0,4,15,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,ADS,ADS7,0,4,6,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,ADS,ADS8,0,4,17,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,IDS,IDS1,0,4,7,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,IDS,IDS2,0,4,11,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,IDS,IDS3,0,4,9,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,IDS,IDS4,0,4,14,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,IDS,IDS5,0,4,4,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,IDS,IDS6,0,4,16,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,IDS,IDS7,0,4,5,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,IDS,IDS8,0,4,18,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S02,training,train1,0,4,2,irl-concordia,NA,NA,00:27.973,00:35.195,00:07.222,7.222,noerror,NA,
MB6_S02,training,train2,0,4,1,irl-concordia,NA,NA,00:05.947,00:24.005,00:18.058,18.058,noerror,NA,
MB6_S03,ADS,ADS1,2.26,4,8,irl-concordia,NA,NA,02:15.328,02:22.533,00:07.205,7.205,noerror,NA,
MB6_S03,ADS,ADS2,12.24,4,12,irl-concordia,NA,NA,03:27.006,03:45.062,00:18.056,18.056,noerror,NA,
MB6_S03,ADS,ADS3,2.65,4,10,irl-concordia,NA,NA,02:47.039,02:53.965,00:06.926,6.926,noerror,NA,
MB6_S03,ADS,ADS4,2.03,4,13,irl-concordia,NA,NA,03:55.387,04:03.508,00:08.121,8.121,noerror,NA,
MB6_S03,ADS,ADS5,2.93,4,3,irl-concordia,NA,NA,00:52.008,01:02.086,00:10.078,10.078,noerror,NA,
MB6_S03,ADS,ADS6,3.05,4,15,irl-concordia,NA,NA,04:25.563,04:34.099,00:08.536,8.536,noerror,NA,
MB6_S03,ADS,ADS7,5.19,4,6,irl-concordia,NA,NA,01:34.411,01:44.422,00:10.011,10.011,noerror,NA,
MB6_S03,ADS,ADS8,0.67,4,17,irl-concordia,NA,NA,04:48.923,04:54.459,00:05.536,5.536,noerror,NA,
MB6_S03,IDS,IDS1,4.82,4,7,irl-concordia,NA,NA,01:53.033,02:06.861,00:13.828,13.828,error,trial should have ended earlier,
MB6_S03,IDS,IDS2,9.9,4,11,irl-concordia,NA,NA,02:59.320,03:13.997,00:14.677,14.677,noerror,NA,
MB6_S03,IDS,IDS3,2.86,4,9,irl-concordia,NA,NA,02:32.423,02:41.733,00:09.310,9.310,noerror,NA,
MB6_S03,IDS,IDS4,0.47,4,14,irl-concordia,NA,NA,04:09.755,04:19.980,00:10.225,10.225,noerror,NA,
MB6_S03,IDS,IDS5,4.86,4,4,irl-concordia,NA,NA,01:09.238,01:17.878,00:08.640,8.640,noerror,NA,
MB6_S03,IDS,IDS6,2.64,4,16,irl-concordia,NA,NA,04:38.694,04:44.259,00:05.565,5.565,error,experimenter ended trial too early,
MB6_S03,IDS,IDS7,1.13,4,5,irl-concordia,NA,NA,01:23.801,01:31.957,00:08.156,8.156,noerror,NA,
MB6_S03,IDS,IDS8,0.48,4,18,irl-concordia,NA,NA,04:59.163,05:13.659,00:14.496,14.496,error,trial should have ended earlier,
MB6_S03,training,train1,11.04,4,2,irl-concordia,NA,NA,00:29.011,00:47.067,00:18.056,18.056,noerror,NA,
MB6_S03,training,train2,17.29,4,1,irl-concordia,NA,NA,00:04.406,00:22.465,00:18.059,18.059,noerror,NA,
MB6_S04,ADS,ADS1,9.31,2,3,irl-concordia,NA,NA,00:34.893,00:52.956,00:18.063,18.063,noerror,NA,
MB6_S04,ADS,ADS2,14.57,2,5,irl-concordia,NA,NA,01:20.203,01:38.252,00:18.049,18.049,noerror,NA,
MB6_S04,ADS,ADS3,0.18,2,8,irl-concordia,NA,NA,02:27.195,02:43.068,00:15.873,15.873,error,trial should have ended earlier,
MB6_S04,ADS,ADS4,8.76,2,9,irl-concordia,NA,NA,02:50.574,03:04.900,00:14.326,14.326,error,trial should have ended earlier,
MB6_S04,ADS,ADS5,2.62,2,12,irl-concordia,NA,NA,03:38.608,03:45.851,00:07.243,7.243,noerror,NA,
MB6_S04,ADS,ADS6,4.3,2,14,irl-concordia,NA,NA,04:04.842,04:20.931,00:16.089,16.089,noerror,NA,
MB6_S04,ADS,ADS7,5.78,2,15,irl-concordia,NA,NA,04:25.306,04:43.360,00:18.054,18.054,error,trial should have ended earlier,
MB6_S04,ADS,ADS8,1.21,2,18,irl-concordia,NA,NA,05:28.887,05:35.330,00:06.443,6.443,noerror,NA,
MB6_S04,IDS,IDS1,11.57,2,4,irl-concordia,NA,NA,00:57.713,01:15.746,00:18.033,18.033,noerror,NA,
MB6_S04,IDS,IDS2,9.08,2,6,irl-concordia,NA,NA,01:42.533,02:00.586,00:18.053,18.053,noerror,NA,
MB6_S04,IDS,IDS3,11.21,2,7,irl-concordia,NA,NA,02:04.903,02:22.956,00:18.053,18.053,noerror,NA,
MB6_S04,IDS,IDS4,3.28,2,10,irl-concordia,NA,NA,03:08.643,03:19.043,00:10.400,10.400,noerror,NA,
MB6_S04,IDS,IDS5,2.65,2,11,irl-concordia,NA,NA,03:23.276,03:35.404,00:12.128,12.128,noerror,NA,
MB6_S04,IDS,IDS6,2.78,2,13,irl-concordia,NA,NA,03:52.718,04:00.779,00:08.061,8.061,error,experimenter ended trial too early,
MB6_S04,IDS,IDS7,7.42,2,16,irl-concordia,NA,NA,04:44.403,04:55.946,00:11.543,11.543,noerror,NA,
MB6_S04,IDS,IDS8,10.38,2,17,irl-concordia,NA,NA,05:13.710,05:24.834,00:11.124,11.124,error,experimenter ended trial too early,
MB6_S04,training,train1,1.37,2,2,irl-concordia,NA,NA,00:23.361,00:30.574,00:07.213,7.213,error,experimenter ended trial too early,
MB6_S04,training,train2,15.35,2,1,irl-concordia,NA,NA,00:04.420,00:22.484,00:18.064,18.064,noerror,NA,
MB6_S05,ADS,ADS1,2.38,3,7,irl-concordia,NA,NA,01:55.509,02:03.549,00:08.040,8.040,noerror,NA,
MB6_S05,ADS,ADS2,0.59,3,11,irl-concordia,NA,NA,02:59.220,03:06.260,00:07.040,7.040,noerror,NA,
MB6_S05,ADS,ADS3,2.48,3,9,irl-concordia,NA,NA,02:24.317,02:32.317,00:08.000,8.000,noerror,NA,
MB6_S05,ADS,ADS4,4,3,14,irl-concordia,NA,NA,03:42.005,03:49.667,00:07.662,7.662,noerror,NA,
MB6_S05,ADS,ADS5,10.12,3,4,irl-concordia,NA,NA,01:01.610,01:16.878,00:15.268,15.268,noerror,NA,
MB6_S05,ADS,ADS6,3.63,3,16,irl-concordia,NA,NA,04:14.605,04:22.779,00:08.174,8.174,noerror,NA,
MB6_S05,ADS,ADS7,2.36,3,5,irl-concordia,NA,NA,01:21.693,01:34.070,00:12.377,12.377,noerror,NA,
MB6_S05,ADS,ADS8,1.37,3,18,irl-concordia,NA,NA,04:50.115,04:57.634,00:07.519,7.519,noerror,NA,
MB6_S05,IDS,IDS1,3.65,3,8,irl-concordia,NA,NA,02:09.315,02:19.077,00:09.762,9.762,noerror,NA,
MB6_S05,IDS,IDS2,5.61,3,12,irl-concordia,NA,NA,03:11.697,03:20.948,00:09.251,9.251,noerror,NA,
MB6_S05,IDS,IDS3,3.96,3,10,irl-concordia,NA,NA,02:38.153,02:47.812,00:09.659,9.659,noerror,NA,
MB6_S05,IDS,IDS4,6.87,3,13,irl-concordia,NA,NA,03:25.944,03:36.547,00:10.603,10.603,noerror,NA,
MB6_S05,IDS,IDS5,15.13,3,3,irl-concordia,NA,NA,00:38.180,00:56.238,00:18.058,18.058,noerror,NA,
MB6_S05,IDS,IDS6,7.03,3,15,irl-concordia,NA,NA,03:54.784,04:08.723,00:13.939,13.939,noerror,NA,
MB6_S05,IDS,IDS7,0,3,6,irl-concordia,NA,NA,01:39.305,01:48.213,00:08.908,8.908,noerror,NA,
MB6_S05,IDS,IDS8,3.89,3,17,irl-concordia,NA,NA,04:28.507,04:36.684,00:08.177,8.177,noerror,NA,
MB6_S05,training,train1,4.38,3,1,irl-concordia,NA,NA,00:05.128,00:21.928,00:16.800,16.800,noerror,NA,
MB6_S05,training,train2,0,3,2,irl-concordia,NA,NA,00:30.071,00:33.439,00:03.368,3.368,error,experimenter began trial too early,
MB6_S06,ADS,ADS1,7.13,1,4,irl-concordia,NA,NA,00:57.197,01:10.424,00:13.227,13.227,error,trial should have ended earlier,
MB6_S06,ADS,ADS2,1.06,1,6,irl-concordia,NA,NA,01:22.644,01:30.288,00:07.644,7.644,noerror,NA,
MB6_S06,ADS,ADS3,3.01,1,7,irl-concordia,NA,NA,01:33.027,01:42.807,00:09.780,9.780,noerror,NA,
MB6_S06,ADS,ADS4,1.35,1,10,irl-concordia,NA,NA,02:10.315,02:18.959,00:08.644,8.644,noerror,NA,
MB6_S06,ADS,ADS5,1.97,1,11,irl-concordia,NA,NA,02:21.208,02:32.454,00:11.246,11.246,noerror,NA,
MB6_S06,ADS,ADS6,1.69,1,13,irl-concordia,NA,NA,02:54.326,03:00.991,00:06.665,6.665,noerror,NA,
MB6_S06,ADS,ADS7,0.96,1,16,irl-concordia,NA,NA,03:42.829,03:53.285,00:10.456,10.456,noerror,NA,
MB6_S06,ADS,ADS8,2.87,1,17,irl-concordia,NA,NA,03:56.513,04:03.333,00:06.820,6.820,noerror,NA,
MB6_S06,IDS,IDS1,9.69,1,3,irl-concordia,NA,NA,00:36.299,00:54.329,00:18.030,18.030,error,trial should have ended earlier,
MB6_S06,IDS,IDS2,1.05,1,5,irl-concordia,NA,NA,01:12.064,01:19.431,00:07.367,7.367,noerror,NA,
MB6_S06,IDS,IDS3,1.85,1,8,irl-concordia,NA,NA,01:45.569,01:55.015,00:09.446,9.446,noerror,NA,
MB6_S06,IDS,IDS4,2.63,1,9,irl-concordia,NA,NA,01:57.363,02:04.375,00:07.012,7.012,noerror,NA,
MB6_S06,IDS,IDS5,3.8,1,12,irl-concordia,NA,NA,02:36.818,02:49.854,00:13.036,13.036,noerror,NA,
MB6_S06,IDS,IDS6,0.99,1,14,irl-concordia,NA,NA,03:11.616,03:18.654,00:07.038,7.038,noerror,NA,
MB6_S06,IDS,IDS7,2.55,1,15,irl-concordia,NA,NA,03:22.938,03:39.173,00:16.235,16.235,noerror,NA,
MB6_S06,IDS,IDS8,1.11,1,18,irl-concordia,NA,NA,04:06.194,04:17.621,00:11.427,11.427,error,trial should have ended earlier,
MB6_S06,training,train1,7.52,1,1,irl-concordia,NA,NA,00:05.343,00:23.320,00:17.977,17.977,noerror,NA,
MB6_S06,training,train2,3.67,1,2,irl-concordia,NA,NA,00:25.815,00:33.984,00:08.169,8.169,noerror,NA,
MB6_S07,ADS,ADS1,10.29,2,3,irl-concordia,NA,NA,00:52.215,01:10.269,00:18.054,18.054,noerror,NA,
MB6_S07,ADS,ADS2,7.39,2,5,irl-concordia,NA,NA,01:35.239,01:53.294,00:18.055,18.055,noerror,NA,
MB6_S07,ADS,ADS3,5.95,2,8,irl-concordia,NA,NA,02:40.923,02:56.900,00:15.977,15.977,error,trial should have ended earlier,
MB6_S07,ADS,ADS4,4.19,2,9,irl-concordia,NA,NA,03:03.008,03:13.075,00:10.067,10.067,noerror,NA,
MB6_S07,ADS,ADS5,4.44,2,12,irl-concordia,NA,NA,03:42.589,03:55.691,00:13.102,13.102,noerror,NA,
MB6_S07,ADS,ADS6,2.49,2,14,irl-concordia,NA,NA,04:10.732,04:28.787,00:18.055,18.055,noerror,NA,
MB6_S07,ADS,ADS7,1.22,2,15,irl-concordia,NA,NA,04:29.516,04:39.994,00:10.478,10.478,noerror,NA,"baby was half looking, red fixation point not found"
MB6_S07,ADS,ADS8,5.88,2,18,irl-concordia,NA,NA,05:19.703,05:32.929,00:13.226,13.226,noerror,NA,
MB6_S07,IDS,IDS1,11.13,2,4,irl-concordia,NA,NA,01:13.143,01:31.200,00:18.057,18.057,noerror,NA,
MB6_S07,IDS,IDS2,8.79,2,6,irl-concordia,NA,NA,01:57.124,02:15.069,00:17.945,17.945,noerror,NA,
MB6_S07,IDS,IDS3,9.97,2,7,irl-concordia,NA,NA,02:18.709,02:36.776,00:18.067,18.067,noerror,NA,
MB6_S07,IDS,IDS4,3.34,2,10,irl-concordia,NA,NA,03:16.215,03:24.371,00:08.156,8.156,noerror,NA,
MB6_S07,IDS,IDS5,2.32,2,11,irl-concordia,NA,NA,03:27.375,03:35.851,00:08.476,8.476,noerror,NA,
MB6_S07,IDS,IDS6,2.68,2,13,irl-concordia,NA,NA,04:00.392,04:06.986,00:06.594,6.594,noerror,NA,
MB6_S07,IDS,IDS7,4.1,2,16,irl-concordia,NA,NA,04:44.828,05:02.882,00:18.054,18.054,error,trial should have ended earlier,
MB6_S07,IDS,IDS8,3.77,2,17,irl-concordia,NA,NA,05:05.614,05:14.050,00:08.436,8.436,noerror,NA,
MB6_S07,training,train1,12.44,2,2,irl-concordia,NA,NA,00:31.075,00:49.132,00:18.057,18.057,noerror,NA,
MB6_S07,training,train2,15.06,2,1,irl-concordia,NA,NA,00:07.564,00:25.627,00:18.063,18.063,noerror,NA,
MB6_S08,ADS,ADS1,4.73,3,7,irl-concordia,NA,NA,01:53.588,02:08.647,00:15.059,15.059,noerror,NA,
MB6_S08,ADS,ADS2,5.88,3,11,irl-concordia,NA,NA,02:46.715,03:01.663,00:14.948,14.948,error,trial should have ended earlier,
MB6_S08,ADS,ADS3,1.75,3,9,irl-concordia,NA,NA,02:23.915,02:29.815,00:05.900,5.900,noerror,NA,
MB6_S08,ADS,ADS4,1.24,3,14,irl-concordia,NA,NA,03:23.074,03:29.647,00:06.573,6.573,noerror,NA,
MB6_S08,ADS,ADS5,2.67,3,4,irl-concordia,NA,NA,01:05.134,01:15.472,00:10.338,10.338,noerror,NA,
MB6_S08,ADS,ADS6,11.4,3,16,irl-concordia,NA,NA,03:44.170,04:02.228,00:18.058,18.058,noerror,NA,
MB6_S08,ADS,ADS7,1.56,3,5,irl-concordia,NA,NA,01:19.287,01:25.463,00:06.176,6.176,noerror,NA,
MB6_S08,ADS,ADS8,6.49,3,18,irl-concordia,NA,NA,04:21.237,04:36.919,00:15.682,15.682,noerror,NA,
MB6_S08,IDS,IDS1,2.53,3,8,irl-concordia,NA,NA,02:11.521,02:21.879,00:10.358,10.358,noerror,NA,
MB6_S08,IDS,IDS2,2.2,3,12,irl-concordia,NA,NA,03:05.032,03:12.503,00:07.471,7.471,noerror,NA,
MB6_S08,IDS,IDS3,1.82,3,10,irl-concordia,NA,NA,02:34.988,02:43.887,00:08.899,8.899,noerror,NA,
MB6_S08,IDS,IDS4,0.9,3,13,irl-concordia,NA,NA,03:15.097,03:20.519,00:05.422,5.422,noerror,NA,
MB6_S08,IDS,IDS5,7.35,3,3,irl-concordia,NA,NA,00:48.844,01:02.736,00:13.892,13.892,noerror,NA,
MB6_S08,IDS,IDS6,3.49,3,15,irl-concordia,NA,NA,03:32.886,03:41.447,00:08.561,8.561,noerror,NA,
MB6_S08,IDS,IDS7,2.2,3,6,irl-concordia,NA,NA,01:31.775,01:45.999,00:14.224,14.244,error,trial should have ended earlier,
MB6_S08,IDS,IDS8,5.24,3,17,irl-concordia,NA,NA,04:05.529,04:18.766,00:13.237,13.237,noerror,NA,
MB6_S08,training,train1,10.83,3,1,irl-concordia,NA,NA,00:07.749,00:25.176,00:17.427,17.427,noerror,NA,
MB6_S08,training,train2,17.62,3,2,irl-concordia,NA,NA,00:28.004,00:46.058,00:18.054,18.054,noerror,NA,
MB6_S09,ADS,ADS1,13.43,4,8,irl-concordia,NA,NA,02:26.029,02:44.049,00:18.020,18.020,noerror,NA,
MB6_S09,ADS,ADS2,1.16,4,12,irl-concordia,NA,NA,03:33.651,03:39.011,00:05.360,5.360,noerror,NA,
MB6_S09,ADS,ADS3,3.43,4,10,irl-concordia,NA,NA,03:08.972,03:17.211,00:08.239,8.239,noerror,NA,
MB6_S09,ADS,ADS4,4.99,4,13,irl-concordia,NA,NA,03:42.346,03:52.883,00:10.537,10.537,noerror,NA,
MB6_S09,ADS,ADS5,15.41,4,3,irl-concordia,NA,NA,00:49.656,01:07.727,00:18.071,18.071,noerror,NA,
MB6_S09,ADS,ADS6,2.76,4,15,irl-concordia,NA,NA,04:09.925,04:17.003,00:07.078,7.078,noerror,NA,
MB6_S09,ADS,ADS7,0,4,6,irl-concordia,NA,NA,01:54.026,01:56.572,00:02.546,2.546,error,experimenter began trial too early,
MB6_S09,ADS,ADS8,5.55,4,17,irl-concordia,NA,NA,04:32.696,04:44.970,00:12.274,12.274,noerror,NA,
MB6_S09,IDS,IDS1,11.34,4,7,irl-concordia,NA,NA,02:03.265,02:20.756,00:17.491,17.491,noerror,NA,
MB6_S09,IDS,IDS2,4.53,4,11,irl-concordia,NA,NA,03:20.152,03:28.387,00:08.235,8.235,noerror,NA,
MB6_S09,IDS,IDS3,13.88,4,9,irl-concordia,NA,NA,02:44.726,03:02.776,00:18.050,18.050,noerror,NA,
MB6_S09,IDS,IDS4,4.24,4,14,irl-concordia,NA,NA,03:56.917,04:06.051,00:09.134,9.134,noerror,NA,
MB6_S09,IDS,IDS5,14.45,4,4,irl-concordia,NA,NA,01:11.863,01:29.920,00:18.057,18.057,noerror,NA,
MB6_S09,IDS,IDS6,3.04,4,16,irl-concordia,NA,NA,04:20.157,04:26.363,00:06.206,6.206,noerror,NA,
MB6_S09,IDS,IDS7,14.71,4,5,irl-concordia,NA,NA,01:35.031,01:53.086,00:18.055,18.055,noerror,NA,
MB6_S09,IDS,IDS8,2.93,4,18,irl-concordia,NA,NA,04:48.127,04:54.898,00:06.771,6.771,noerror,NA,
MB6_S09,training,train1,18.01,4,2,irl-concordia,NA,NA,00:27.974,00:46.017,00:18.043,18.043,noerror,NA,
MB6_S09,training,train2,17.55,4,1,irl-concordia,NA,NA,00:06.280,00:27.347,00:21.067,21.067,noerror,NA,
MB6_S10,ADS,ADS1,16.49,1,4,irl-concordia,NA,NA,01:08.575,01:26.634,00:18.059,18.059,noerror,NA,
MB6_S10,ADS,ADS2,2.74,1,6,irl-concordia,NA,NA,01:50.911,01:58.173,00:07.262,7.262,noerror,NA,
MB6_S10,ADS,ADS3,4.84,1,7,irl-concordia,NA,NA,02:01.273,02:09.509,00:08.236,8.236,noerror,NA,
MB6_S10,ADS,ADS4,2.96,1,10,irl-concordia,NA,NA,02:32.121,02:39.076,00:06.955,6.955,noerror,NA,
MB6_S10,ADS,ADS5,2.62,1,11,irl-concordia,NA,NA,02:43.846,02:50.150,00:06.304,6.304,noerror,NA,
MB6_S10,ADS,ADS6,2.43,1,13,irl-concordia,NA,NA,03:02.961,03:08.588,00:05.627,5.627,noerror,NA,
MB6_S10,ADS,ADS7,2.54,1,16,irl-concordia,NA,NA,03:28.897,03:34.155,00:05.258,5.258,noerror,NA,
MB6_S10,ADS,ADS8,4.36,1,17,irl-concordia,NA,NA,03:36.830,03:44.123,00:07.293,7.293,noerror,NA,
MB6_S10,IDS,IDS1,16.75,1,3,irl-concordia,NA,NA,00:46.012,01:04.043,00:18.031,18.031,noerror,NA,
MB6_S10,IDS,IDS2,12.19,1,5,irl-concordia,NA,NA,01:29.831,01:47.533,00:17.702,17.702,noerror,NA,
MB6_S10,IDS,IDS3,3.47,1,8,irl-concordia,NA,NA,02:12.476,02:19.756,00:07.280,7.280,noerror,NA,
MB6_S10,IDS,IDS4,3.81,1,9,irl-concordia,NA,NA,02:22.178,02:29.452,00:07.274,7.274,noerror,NA,
MB6_S10,IDS,IDS5,1.79,1,12,irl-concordia,NA,NA,02:54.450,02:59.684,00:05.234,5.234,noerror,NA,
MB6_S10,IDS,IDS6,2.05,1,14,irl-concordia,NA,NA,03:11.769,03:16.852,00:05.083,5.083,noerror,NA,
MB6_S10,IDS,IDS7,1.78,1,15,irl-concordia,NA,NA,03:21.300,03:26.275,00:04.975,4.975,noerror,NA,
MB6_S10,IDS,IDS8,3.03,1,18,irl-concordia,NA,NA,03:47.072,03:53.923,00:06.851,6.851,noerror,NA,
MB6_S10,training,train1,12.37,1,1,irl-concordia,NA,NA,00:12.728,00:25.878,00:13.150,13.150,error,experimenter ended trial too early,
MB6_S10,training,train2,10.25,1,2,irl-concordia,NA,NA,00:29.767,00:42.550,00:12.783,12.783,error,experimenter ended trial too early,
MB6_S11,ADS,ADS1,14.13,2,3,irl-concordia,NA,NA,00:43.147,01:01.199,00:18.052,18.052,noerror,NA,
MB6_S11,ADS,ADS2,1.73,2,5,irl-concordia,NA,NA,01:15.165,01:20.377,00:05.212,5.212,noerror,NA,
MB6_S11,ADS,ADS3,0.98,2,8,irl-concordia,NA,NA,01:46.787,01:53.576,00:06.789,6.789,noerror,NA,
MB6_S11,ADS,ADS4,1.95,2,9,irl-concordia,NA,NA,01:56.301,02:04.025,00:07.724,7.724,noerror,NA,
MB6_S11,ADS,ADS5,1.1,2,12,irl-concordia,NA,NA,02:39.672,02:54.176,00:14.504,14.504,error,experimenter began trial too early,
MB6_S11,ADS,ADS6,0,2,14,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S11,ADS,ADS7,0,2,15,irl-concordia,NA,NA,NA ,NA,NA,NA,error,"fussy, trial not watched",
MB6_S11,ADS,ADS8,0,2,18,irl-concordia,NA,NA,NA ,NA ,NA ,NA ,error,"fussy, trial not watched",
MB6_S11,IDS,IDS1,3.53,2,4,irl-concordia,NA,NA,01:04.952,01:12.545,00:07.593,7.593,noerror,NA,
MB6_S11,IDS,IDS2,6.94,2,6,irl-concordia,NA,NA,01:23.826,01:34.761,00:10.935,10.935,noerror,NA,
MB6_S11,IDS,IDS3,2.8,2,7,irl-concordia,NA,NA,01:36.782,01:44.441,00:07.659,7.659,noerror,NA,
MB6_S11,IDS,IDS4,1.17,2,10,irl-concordia,NA,NA,02:11.143,02:18.096,00:06.953,6.953,noerror,NA,
MB6_S11,IDS,IDS5,0.6,2,11,irl-concordia,NA,NA,02:21.739,02:28.552,00:06.813,6.813,noerror,NA,
MB6_S11,IDS,IDS6,0,2,13,irl-concordia,NA,NA,03:24.581,03:42.633,00:18.052,18.052,error,parent stopped the study,
MB6_S11,IDS,IDS7,0,2,16,irl-concordia,NA,NA,NA ,NA ,NA ,NA ,error,"fussy, trial not watched",
MB6_S11,IDS,IDS8,0,2,17,irl-concordia,NA,NA,NA ,NA ,NA ,NA ,error,"fussy, trial not watched",
MB6_S11,training,train1,7.47,2,2,irl-concordia,NA,NA,00:25.579,00:37.114,00:11.535,11.535,noerror,NA,
MB6_S11,training,train2,15.25,2,1,irl-concordia,NA,NA,00:04.485,00:22.550,00:18.065,18.065,noerror,NA,
